개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,주소,구정보,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
3050000,3050000-102-2020-00001,2020-07-23,,1,영업/정상,1,영업,,,,,,113.48,130-842,서울특별시 동대문구 장안동 372-14 (지하2층) ,동대문구,2624,첼로,2024-03-11 14:58,U,40:00.0,룸살롱,206091.5372,451990.2243,룸살롱,,,기타,,상수도전용,,,,,,,,,Y,113.48,,,
3050000,3050000-102-2000-12117,2000-09-22,,1,영업/정상,1,영업,,,,,222441961,510.2,130-840,서울특별시 동대문구 장안동 367-3,동대문구,2637,911,2025-03-24 9:34,U,06:00.0,룸살롱,206247.0564,452075.1676,,,,,,,,,,,,,,,,,,,
3050000,3050000-102-2018-00003,2018-11-05,,1,영업/정상,1,영업,,,,,,273.78,130-840,서울특별시 동대문구 장안동 366-2 ,동대문구,2639,하트,2022-10-27 17:32,U,40:00.0,간이주점,206231.4203,452041.4768,간이주점,0,0,,,,0,0,0,0,0,,0,0,Y,273.78,,,
3050000,3050000-102-2019-00003,2019-09-02,,1,영업/정상,1,영업,,,,,,90.72,130-842,서울특별시 동대문구 장안동 372-4 ,동대문구,2624,조아죽네,2022-08-04 10:27,U,40:00.0,룸살롱,206133.5505,452026.8033,룸살롱,0,0,유흥업소밀집지역,,상수도전용,0,0,0,0,0,,0,0,Y,90.72,,,
3050000,3050000-102-2024-00001,2024-11-12,,1,영업/정상,1,영업,,,,,,121.14,130-840,서울특별시 동대문구 장안동 366-2 지하 1층 ,동대문구,2639,스타,2024-11-12 9:55,I,12:04.0,룸살롱,206231.4203,452041.4768,룸살롱,0,0,유흥업소밀집지역,,상수도전용,0,0,0,0,0,,0,0,Y,121.14,,,
3050000,3050000-102-2019-00005,2019-11-11,,1,영업/정상,1,영업,,,,,,55.86,130-842,서울특별시 동대문구 장안동 372-3 ,동대문구,2624,썸엔썸노래바,2021-10-27 14:30,U,40:00.0,룸살롱,206144.3483,452047.886,룸살롱,,,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,55.86,,,
3050000,3050000-102-1984-08490,1984-07-12,,1,영업/정상,1,영업,,,,,02  32953938,91,130-876,서울특별시 동대문구 휘경동 321-25 ,동대문구,2445,정글,2024-01-11 15:55,U,40:00.0,스텐드바,204940.8216,454289.9202,스텐드바,,,,,,,,,,,,,,N,91,,,
3050000,3050000-102-1984-08484,1984-09-05,,1,영업/정상,1,영업,,,,,222470300,174.28,130-840,서울특별시 동대문구 장안동 367-8 ,동대문구,2637,캔디노래바,2024-11-26 15:01,U,40:00.0,비어(바)살롱,206239.0998,452112.8721,비어(바)살롱,5,8,유흥업소밀집지역,지도,상수도전용,,,,,,,,,N,174.28,,,
3050000,3050000-102-1985-08478,1985-06-28,,1,영업/정상,1,영업,,,,,232950853,104.45,130-828,서울특별시 동대문구 이문동 358-3 (지하1층) ,동대문구,2406,남태평양,2024-11-07 11:24,U,40:00.0,룸살롱,205421.0436,455771.6201,룸살롱,0,0,주택가주변,지도,상수도전용,,,,,,,,,N,104.45,,,
3050000,3050000-102-2000-11983,2000-07-25,,1,영업/정상,1,영업,,,,,02 9660153,94.36,130-827,서울특별시 동대문구 이문동 255-260번지 (이문로 174) ,동대문구,2412,본전,2019-09-26 13:45,U,40:00.0,룸살롱,205428.8198,455520.9291,룸살롱,,,,,,,,,,,,,,Y,94.36,,,
3050000,3050000-102-2000-12300,2000-11-23,,1,영업/정상,1,영업,,,,,,90.96,130-842,서울특별시 동대문구 장안동 382-23 ,동대문구,2624,아지트7080,2023-03-06 14:47,U,40:00.0,룸살롱,206020.8639,451931.5039,룸살롱,0,0,,,,0,0,0,0,0,,0,0,N,90.96,,,
3050000,3050000-102-2001-13063,2001-09-28,,1,영업/정상,1,영업,,,,,02 9668393,66.6,130-819,서울특별시 동대문구 용두동 689-19번지 (왕산로 248-1) ,동대문구,2566,황실,2009-12-01 13:29,I,59:59.0,비어(바)살롱,203082.8652,452852.4293,비어(바)살롱,0,0,유흥업소밀집지역,관리,상수도전용,,,,,,,,,N,66.6,,,
3050000,3050000-102-2000-11839,2000-06-03,,1,영업/정상,1,영업,,,,,222499122,69.48,130-844,서울특별시 동대문구 장안동 431-2번지 ,동대문구,2636,일월,2018-12-18 16:32,U,40:00.0,룸살롱,205751.3499,451299.2435,룸살롱,0,0,,,,,,,,,,,,N,69.48,,,
3050000,3050000-102-2000-12395,2000-12-30,,1,영업/정상,1,영업,,,,,02 9661014,72.96,130-866,서울특별시 동대문구 청량리동 30-1 ,동대문구,2488,더블유,2020-11-18 13:06,U,40:00.0,룸살롱,204414.125,453650.7879,룸살롱,,,,,,,,,,,,,,Y,72.96,,,
3050000,3050000-102-2000-11840,2000-06-05,,1,영업/정상,1,영업,,,,,222125906,94.42,130-846,서울특별시 동대문구 장안동 464-4 ,동대문구,2645,샤방샤방,2025-02-03 16:28,U,40:00.0,룸살롱,205777.9912,451070.7091,룸살롱,0,0,,,,0,0,0,0,0,,0,0,N,94.42,,,
3050000,3050000-102-1984-08441,1984-03-26,,1,영업/정상,1,영업,,,,,209653916,67.65,130-876,서울특별시 동대문구 휘경동 321-57 ,동대문구,2445,수 소주BAR 클럽,2024-04-09 14:22,U,40:00.0,스텐드바,204926.1206,454263.792,스텐드바,0,0,,,,0,0,0,0,0,,0,0,N,67.65,,,
3050000,3050000-102-2004-00003,2004-12-14,,1,영업/정상,1,영업,,,,,222472077,520.06,130-840,서울특별시 동대문구 장안동 365-6번지 8층 ,동대문구,2639,샤롯데,2013-04-29 13:14,I,59:59.0,룸살롱,206097.0295,451827.4382,룸살롱,0,0,유흥업소밀집지역,,상수도전용,,,,,,,,,N,520.06,,,
3050000,3050000-102-2017-00002,2017-08-31,,1,영업/정상,1,영업,,,,,,398,,"서울특별시 동대문구 장한로21길 8, 지하1층 (장안동)",동대문구,2624,피아노,2021-03-16 12:12,U,40:00.0,룸살롱,206091.5372,451990.2243,룸살롱,1,2,,,,,,,,,,,,Y,398,,,
3050000,3050000-102-1984-08495,1984-09-24,,1,영업/정상,1,영업,,,,,02 9262607,87.78,130-810,서울특별시 동대문구 신설동 76-35 ,동대문구,2580,비비,2021-06-22 11:14,U,40:00.0,룸살롱,202116.9383,452677.08,룸살롱,0,0,기타,기타,상수도전용,,,,,,,,,Y,87.78,,,
3050000,3050000-102-1984-08457,1984-10-17,,1,영업/정상,1,영업,,,,,222483338,105.8,130-840,서울특별시 동대문구 장안동 366-11 지하1층 ,동대문구,2639,허니클럽,2020-10-29 16:25,U,40:00.0,스텐드바,206200.2186,452034.5044,스텐드바,,,,,,,,,,,,,,Y,105.8,,,
3050000,3050000-102-1990-08464,1990-12-05,,1,영업/정상,1,영업,,,,,222154638,62.16,130-809,서울특별시 동대문구 답십리동 952-18번지 지하1층 ,동대문구,2622,타임,2020-05-12 17:13,U,40:00.0,룸살롱,205045.3665,451249.5719,룸살롱,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,62.16,,,
3050000,3050000-102-1999-10847,1999-05-19,,1,영업/정상,1,영업,,,,,222135500,250.92,130-809,"서울특별시 동대문구 답십리동 961-2 지하1층 10,11,12호 ",동대문구,2622,늪,2020-10-20 15:50,U,40:00.0,룸살롱,204999.4015,451290.3857,룸살롱,,,,,,,,,,,,,,N,250.92,,,
3050000,3050000-102-1999-11118,1999-08-10,,1,영업/정상,1,영업,,,,,222172872,188.84,130-846,서울특별시 동대문구 장안동 464-8번지 지하1층 ,동대문구,2645,망고,2018-08-23 14:08,I,59:59.0,룸살롱,205790.1995,451038.4542,룸살롱,,,,,,,,,,,,,,N,188.84,,,
3050000,3050000-102-2003-00001,2003-01-06,,1,영업/정상,1,영업,,,,,222121060,89.6,130-805,서울특별시 동대문구 답십리동 496-17 ,동대문구,2603,로또,2021-07-08 11:13,U,40:00.0,룸살롱,204501.3656,451744.1493,룸살롱,0,0,,,,0,0,0,0,0,,0,0,N,89.6,,,
3240000,3240000-102-1980-05528,1980-07-01,,1,영업/정상,1,영업,,,,,,95.76,134-859,서울특별시 강동구 암사동 496-17 ,강동구,5264,보스노래밤,2023-05-19 8:40,U,40:00.0,룸살롱,211315.842,449745.4689,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,95.76,,,
3060000,3060000-102-2001-09825,2001-04-26,,1,영업/정상,1,영업,,,,,02 493 538,44.02,131-859,서울특별시 중랑구 상봉동 88-92번지 ,중랑구,2151,꽃길노래장,2019-08-20 9:52,U,40:00.0,룸살롱,207830.3881,454776.182,룸살롱,1,1,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,44.02,,,
3060000,3060000-102-2001-09826,2001-05-03,,1,영업/정상,1,영업,,,,,02 4343823,71.76,131-828,서울특별시 중랑구 면목동 611-3번지 ,중랑구,2249,한강,2016-06-27 14:14,I,59:59.0,룸살롱,207747.0465,453107.1307,룸살롱,2,0,기타,자율,상수도전용,,,,,,,,,N,71.76,,,
3060000,3060000-102-2001-10108,2001-09-03,,1,영업/정상,1,영업,,,,,222099714,95.83,131-831,서울특별시 중랑구 면목동 604-44 ,중랑구,2228,코코가요주점,2020-08-19 9:12,U,40:00.0,룸살롱,207599.4345,453195.0998,룸살롱,1,2,유흥업소밀집지역,자율,상수도전용,,,,,,,,,N,95.83,,,
3060000,3060000-102-2001-10109,2001-10-10,,1,영업/정상,1,영업,,,,,02  496 8270,121.89,131-859,서울특별시 중랑구 상봉동 89-16 ,중랑구,2149,비타민 노래주점,2025-02-17 14:06,U,40:00.0,룸살롱,207831.7811,454827.5745,룸살롱,0,0,,,,0,0,0,0,0,,0,0,N,121.89,,,
3060000,3060000-102-2001-10110,2001-12-10,,1,영업/정상,1,영업,,,,,02432 5777,138.48,131-831,서울특별시 중랑구 면목동 604-41번지 ,중랑구,2228,루루노래바,2018-05-02 15:07,I,59:59.0,룸살롱,207586.4619,453198.9916,룸살롱,,,,,,,,,,,,,,N,138.48,,,
3060000,3060000-102-1977-06635,1977-11-18,,1,영업/정상,1,영업,,,,,02 4917760,92.36,131-859,서울특별시 중랑구 상봉동 106-24 ,중랑구,2153,우리,2021-11-12 14:18,U,40:00.0,스텐드바,207623.1861,454526.1971,스텐드바,0,0,,,,0,0,0,0,0,,0,0,Y,92.36,,,
3060000,3060000-102-1999-08688,1999-09-03,,1,영업/정상,1,영업,,,,,02 4384040,289.08,131-858,서울특별시 중랑구 상봉동 91-1 ,중랑구,2149,한국관비지니스룸,2021-07-08 9:35,U,40:00.0,고고(디스코)클럽,207759.1934,454943.9829,고고(디스코)클럽,2,2,유흥업소밀집지역,기타,상수도전용,0,0,0,0,0,,0,0,Y,289.08,,,
3060000,3060000-102-1988-06636,1988-03-30,,1,영업/정상,1,영업,,,,,02 4916611,1034.75,131-858,서울특별시 중랑구 상봉동 91-1 ,중랑구,2149,한국관 관광나이트,2024-04-25 15:17,U,40:00.0,카바레,207759.1934,454943.9829,카바레,0,0,,,,0,0,0,0,0,,0,0,Y,1034.75,,,
3060000,3060000-102-1999-08957,1999-12-16,,1,영업/정상,1,영업,,,,,02  494 5756,184.22,131-859,서울특별시 중랑구 상봉동 89-1번지 ,중랑구,2149,미주룸비지니스,2013-12-09 9:28,I,59:59.0,룸살롱,207807.6576,454906.6009,룸살롱,2,1,유흥업소밀집지역,기타,상수도전용,,,,,,,,,N,184.22,,,
3060000,3060000-102-2000-09178,2000-04-28,,1,영업/정상,1,영업,,,,,222092940,54.12,131-859,서울특별시 중랑구 상봉동 89-17번지 ,중랑구,2149,와와,2020-06-01 17:03,U,40:00.0,룸살롱,207834.3873,454817.8397,룸살롱,0,0,유흥업소밀집지역,,상수도전용,,,,,,,,,N,54.12,,,
3060000,3060000-102-1979-06637,1979-01-20,,1,영업/정상,1,영업,,,,,02 9734067,160,131-851,서울특별시 중랑구 묵동 238-9 ,중랑구,2005,놀러와,2025-02-06 14:10,U,40:00.0,비어(바)살롱,206718.6733,456725.0623,비어(바)살롱,0,0,,,,0,0,0,0,0,,0,0,N,160,,,
3060000,3060000-102-2000-09277,2000-06-10,,1,영업/정상,1,영업,,,,,,64.8,131-859,서울특별시 중랑구 상봉동 90-10번지 ,중랑구,2149,모나코,2018-06-22 9:56,I,59:59.0,룸살롱,207797.5068,454835.325,룸살롱,1,1,유흥업소밀집지역,자율,상수도전용,,,,,,,,,N,64.8,,,
3060000,3060000-102-2007-00002,2007-06-13,,1,영업/정상,1,영업,,,,,,57.15,131-859,서울특별시 중랑구 상봉동 89-17 ,중랑구,2149,수,2024-09-19 9:25,U,40:00.0,룸살롱,207834.3873,454817.8397,룸살롱,0,0,,,,0,0,0,0,0,,0,0,N,57.15,,,
3060000,3060000-102-2008-00001,2008-11-13,,1,영업/정상,1,영업,,,,,02  22075586,274.54,131-859,서울특별시 중랑구 상봉동 89-1번지 ,중랑구,2149,알라딘룸비지니스클럽,2018-08-01 9:46,I,59:59.0,룸살롱,207807.6576,454906.6009,룸살롱,0,0,기타,,상수도전용,,,,,,,,,N,274.54,,,
3060000,3060000-102-1980-06630,1980-05-13,,1,영업/정상,1,영업,,,,,,131,131-853,서울특별시 중랑구 묵동 245-6번지 ,중랑구,2010,맥심,2016-03-11 15:24,I,59:59.0,카바레,206821.109,456096.3596,카바레,,,,,,,,,,,,,,N,131,,,
3060000,3060000-102-1980-06644,1980-09-16,,1,영업/정상,1,영업,,,,,,103.92,131-850,서울특별시 중랑구 묵동 182-21 ,중랑구,2046,샴푸노래,2022-11-09 15:56,U,40:00.0,룸살롱,206893.4539,456018.3817,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,103.92,,,
3060000,3060000-102-2002-00002,2002-04-04,,1,영업/정상,1,영업,,,,,02 4338727,218.21,131-858,서울특별시 중랑구 상봉동 92-2 ,중랑구,2149,준코뮤직타운 상봉점,2022-06-29 17:52,U,40:00.0,룸살롱,207785.1639,454948.6672,룸살롱,0,0,,,,0,0,0,0,0,,0,0,Y,218.21,,,
3070000,3070000-102-1974-07691,1974-02-28,,1,영업/정상,1,영업,,,,,02  924 8842,362.75,136-084,서울특별시 성북구 보문동4가 77-2번지 외3필지(76번지포함) ,성북구,2852,팝콘뮤직타운,2018-06-07 16:02,I,59:59.0,카바레,201810.3889,453337.054,카바레,,,,,,,,,,,,,,Y,362.75,,,
3070000,3070000-102-1974-07651,1974-04-01,,1,영업/정상,1,영업,,,,,02 9177653,84.54,136-859,서울특별시 성북구 종암동 3-1235번지 ,성북구,2797,스카이 노래밤,2017-02-03 10:00,I,59:59.0,카바레,202988.1364,455286.462,카바레,,,,,,,,,,,,,,Y,84.54,,,
3070000,3070000-102-2001-11071,2001-06-27,,1,영업/정상,1,영업,,,,,02 9271950,409.72,136-036,서울특별시 성북구 동소문동6가 133-2번지 (지하1층) ,성북구,2830,카니발,2018-11-05 14:37,U,37:12.0,룸살롱,201363.1385,454514.7526,룸살롱,0,0,유흥업소밀집지역,기타,상수도전용,,,,,,,,,Y,409.72,,,
3070000,3070000-102-2004-00001,2004-06-21,,1,영업/정상,1,영업,,,,,02 9277776,94.08,136-054,서울특별시 성북구 동선동4가 7 외 1필지 ,성북구,2829,하트노래,2020-09-14 16:52,U,40:00.0,룸살롱,201394.714,454544.9849,룸살롱,0,0,,,상수도전용,,,,,,,,,Y,94.08,,,
3070000,3070000-102-2005-00001,2005-04-18,,1,영업/정상,1,영업,,,,,02 9230277,53.01,136-035,서울특별시 성북구 동소문동5가 85번지 ,성북구,2846,발리,2017-02-03 10:02,I,59:59.0,룸살롱,201386.5444,454412.7727,룸살롱,0,0,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,53.01,,,
3070000,3070000-102-2005-00002,2005-05-17,,1,영업/정상,1,영업,,,,,02  929 6823,106.52,136-051,서울특별시 성북구 동선동1가 2-12번지 ,성북구,2845,놀자뮤직타운,2019-10-23 13:37,U,40:00.0,룸살롱,201414.1927,454407.005,룸살롱,0,0,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,106.52,,,
3070000,3070000-102-2011-00001,2011-06-23,,1,영업/정상,1,영업,,,,,02  924 8594,98.03,136-084,서울특별시 성북구 보문동4가 77-2번지 브라운관광호텔 지하1층 ,성북구,2852,올챙이주점,2017-02-03 10:02,I,59:59.0,룸살롱,201810.3889,453337.054,룸살롱,,,기타,,상수도전용,,,,,,,,,Y,98.03,,,
3070000,3070000-102-1973-07650,1973-10-31,,1,영업/정상,1,영업,,,,,209122720,92.08,136-800,서울특별시 성북구 길음동 877-195번지 ,성북구,2721,로또,2019-09-27 14:27,U,40:00.0,스텐드바,201865.4176,455541.2555,스텐드바,,,,,,,,,,,,,,Y,92.08,,,
3080000,3080000-102-2016-00001,2016-03-18,,1,영업/정상,1,영업,,,,,,104.7,142-891,서울특별시 강북구 수유동 7-17번지 지하1층 ,강북구,1081,상상노래주점,2018-08-16 10:03,I,59:59.0,룸살롱,201929.3283,459306.6509,룸살롱,,,,,,,,,,,,,,Y,104.7,,,
3080000,3080000-102-2017-00001,2017-01-17,,1,영업/정상,1,영업,,,,,,2015.39,142-867,서울특별시 강북구 번동 449-1 ,강북구,1062,샴푸나이트,2024-06-12 16:37,U,40:00.0,고고(디스코)클럽,202032.7576,459259.444,고고(디스코)클럽,0,0,,,,0,0,0,0,0,,0,0,N,2015.39,,,
3080000,3080000-102-2017-00002,2017-11-23,,1,영업/정상,1,영업,,,,,,123.02,142-878,서울특별시 강북구 수유동 191-14 지1층 ,강북구,1074,팝콘,2020-08-05 12:02,U,40:00.0,룸살롱,202218.0443,459587.4268,룸살롱,,,유흥업소밀집지역,,,,,,,,,,,Y,123.02,,,
3080000,3080000-102-2000-08549,2000-10-05,,1,영업/정상,1,영업,,,,,02 9084384,86.89,142-878,서울특별시 강북구 수유동 191-77 ,강북구,1074,일번지,2021-07-18 16:23,U,40:00.0,카바레,202149.9636,459578.5208,카바레,0,0,유흥업소밀집지역,기타,상수도전용,0,0,0,0,0,,0,0,N,86.89,,,
3080000,3080000-102-2000-00487,2000-12-18,,1,영업/정상,1,영업,,,,,02  987 4412,114.24,142-803,서울특별시 강북구 미아동 160-2번지 ,강북구,1128,바나나7080라이브,2018-11-19 14:12,U,37:04.0,룸살롱,202017.7084,459128.3948,룸살롱,,,,,,,,,,,,,,Y,114.24,,,
3080000,3080000-102-2001-00031,2001-01-03,,1,영업/정상,1,영업,,,,,02 9031766,64.39,142-878,서울특별시 강북구 수유동 191-58 ,강북구,1074,황진이,2024-05-24 16:51,U,40:00.0,룸살롱,202254.1614,459696.5524,룸살롱,0,0,,,,0,0,0,0,0,,0,0,N,64.39,,,
3080000,3080000-102-2001-08817,2001-08-24,,1,영업/정상,1,영업,,,,,02 9931391,124.94,142-891,서울특별시 강북구 수유동 47-14 ,강북구,1081,이화,2022-06-28 14:16,U,40:00.0,카바레,201729.2648,459171.892,카바레,0,0,,,,,,,,,,,,N,124.94,,,
3080000,3080000-102-2001-08807,2001-10-08,,1,영업/정상,1,영업,,,,,02 9800736,95.49,142-803,서울특별시 강북구 미아동 160-9 ,강북구,1128,킹노래바,2022-10-19 10:03,U,40:00.0,룸살롱,202021.5472,459042.8964,룸살롱,1,2,아파트지역,자율,상수도전용,0,0,0,0,0,,0,0,N,95.49,,,
3080000,3080000-102-2002-00005,2001-11-20,,1,영업/정상,1,영업,,,,,02 9821123,65.28,142-714,서울특별시 강북구 수유동 191-51 지하 ,강북구,1074,초이스,2024-05-20 20:34,U,40:00.0,카바레,202257.6996,459679.0011,카바레,0,0,,,,0,0,0,0,0,,0,0,N,65.28,,,
3080000,3080000-102-2001-08814,2001-12-12,,1,영업/정상,1,영업,,,,,02 9452937,97,142-804,서울특별시 강북구 미아동 44-15번지 ,강북구,1220,CF(씨에프)노래주점,2015-10-22 15:04,I,59:59.0,카바레,202665.4191,456664.9353,카바레,,,,,,,,,,,,,,N,97,,,
3080000,3080000-102-2001-08811,2001-12-12,,1,영업/정상,1,영업,,,,,02  903 2028,92.36,142-878,서울특별시 강북구 수유동 191-66 ,강북구,1074,르블랑,2025-01-06 17:10,U,40:00.0,룸살롱,202178.4509,459608.225,룸살롱,1,2,유흥업소밀집지역,자율,상수도전용,0,0,0,0,0,,0,0,N,92.36,,,
3080000,3080000-102-2002-00003,2001-12-31,,1,영업/정상,1,영업,,,,,,90,142-714,서울특별시 강북구 수유동 47-1 지하 ,강북구,1081,힐링,2022-05-02 16:50,U,40:00.0,카바레,201953.6127,459195.5371,카바레,0,0,,,,0,0,0,0,0,,0,0,N,90,,,
3080000,3080000-102-2003-00003,2003-04-08,,1,영업/정상,1,영업,,,,,209040063,59.56,142-878,서울특별시 강북구 수유동 229-38번지 ,강북구,1073,엔조이,2019-11-14 15:42,U,40:00.0,룸살롱,202118.8482,459509.5155,룸살롱,,,,,,,,,,,,,,N,59.56,,,
3080000,3080000-102-2003-00005,2003-05-28,,1,영업/정상,1,영업,,,,,02 9990457,98.18,142-878,서울특별시 강북구 수유동 191-2번지 ,강북구,1074,빵빵,2014-07-16 14:27,I,59:59.0,룸살롱,202291.4221,459670.1971,룸살롱,,,,,,,,,,,,,,N,98.18,,,
3080000,3080000-102-2008-00003,2008-05-21,,1,영업/정상,1,영업,,,,,,592.16,142-878,서울특별시 강북구 수유동 229-11 동오빌딩,강북구,1073,게코 노래 타운,2025-03-21 13:43,U,03:00.0,룸살롱,202106.7533,459468.9713,,,,,,,,,,,,,,,,,,,
3080000,3080000-102-2001-08813,2001-12-31,,1,영업/정상,1,영업,,,,,02 9065772,94.83,142-878,서울특별시 강북구 수유동 191-44 (지하1층) ,강북구,1074,초코렛,2023-07-13 15:45,U,40:00.0,룸살롱,202273.933,459651.4389,룸살롱,0,0,,,,0,0,0,0,0,,0,0,N,94.83,,,
3080000,3080000-102-2002-00004,2002-02-08,,1,영업/정상,1,영업,,,,,02 9073030,133.38,142-878,서울특별시 강북구 수유동 191-12번지 ,강북구,1074,세븐,2018-05-30 10:13,I,59:59.0,룸살롱,202237.172,459610.7854,룸살롱,0,0,,,,,,,,,,,,N,133.38,,,
3080000,3080000-102-2001-08809,2001-11-16,,1,영업/정상,1,영업,,,,,02945 1850,118.25,142-803,서울특별시 강북구 미아동 160-46 ,강북구,1128,레드문,2023-07-14 11:33,U,40:00.0,룸살롱,202020.1219,459054.2614,룸살롱,0,0,,,상수도전용,,,,,,,,,N,118.25,,,
3080000,3080000-102-2006-00001,2006-03-13,,1,영업/정상,1,영업,,,,,,81.5,142-878,서울특별시 강북구 수유동 229-43 ,강북구,1073,카니발,2024-05-27 10:54,U,40:00.0,룸살롱,202118.7626,459487.327,룸살롱,0,0,유흥업소밀집지역,,상수도전용,0,0,0,0,0,,0,0,N,81.5,,,
3080000,3080000-102-2007-00002,2007-06-22,,1,영업/정상,1,영업,,,,,02  907 3411,98.16,142-878,서울특별시 강북구 수유동 191-13 ,강북구,1074,비바체,2024-12-04 11:07,U,40:00.0,룸살롱,202229.792,459601.4041,룸살롱,0,0,,,상수도전용,,,,,,,,,Y,98.16,,,
3080000,3080000-102-2007-00001,2007-06-22,,1,영업/정상,1,영업,,,,,,124.9,142-878,서울특별시 강북구 수유동 191-15 야산빌딩 지하1층 ,강북구,1074,일급수,2023-06-27 14:41,U,40:00.0,룸살롱,202206.6782,459574.0708,룸살롱,0,0,,,,0,0,0,0,0,,0,0,N,124.9,,,
3080000,3080000-102-2008-00001,2008-01-21,,1,영업/정상,1,영업,,,,,,126.63,142-874,서울특별시 강북구 수유동 86-1 ,강북구,1114,아우라(AURA),2025-01-02 14:43,U,40:00.0,룸살롱,201980.0954,458861.1203,룸살롱,0,0,,,,0,0,0,0,0,,0,0,N,126.63,,,
3080000,3080000-102-2003-00007,2003-06-24,,1,영업/정상,1,영업,,,,,02 9887320,74.56,142-873,서울특별시 강북구 수유동 48-9 ,강북구,1113,에이치(H),2025-01-21 15:26,U,40:00.0,룸살롱,201884.2537,459087.3735,룸살롱,,,,,,,,,,,,,,N,74.56,,,
3080000,3080000-102-2005-00003,2005-08-05,,1,영업/정상,1,영업,,,,,02 9928208,176.37,142-878,서울특별시 강북구 수유동 191-6번지 ,강북구,1074,수퍼모델,2020-03-24 17:10,U,40:00.0,룸살롱,202264.5278,459641.6391,룸살롱,0,0,,,상수도전용,,,,,,,,,N,176.37,,,
3080000,3080000-102-2009-00002,2009-06-10,,1,영업/정상,1,영업,,,,,02  995 5131,97.2,142-878,서울특별시 강북구 수유동 229-14번지 ,강북구,1073,신세계,2019-05-27 10:42,U,40:00.0,룸살롱,202103.4828,459451.3173,룸살롱,,,,,,,,,,,,,,N,97.2,,,
3080000,3080000-102-2008-00006,2008-07-11,,1,영업/정상,1,영업,,,,,,118.54,142-878,서울특별시 강북구 수유동 191-2번지 ,강북구,1074,폭스(FOX) 노래주점,2015-09-25 11:56,I,59:59.0,룸살롱,202291.4221,459670.1971,룸살롱,,,기타,기타,상수도전용,,,,,,,,,N,118.54,,,
3080000,3080000-102-2008-00007,2008-08-29,,1,영업/정상,1,영업,,,,,02  991 8885,88.9,142-878,서울특별시 강북구 수유동 230-13번지 지하1층 ,강북구,1073,스머프,2019-07-10 11:47,U,40:00.0,간이주점,202039.0419,459387.4586,간이주점,,,,,,,,,,,,,,N,88.9,,,
3080000,3080000-102-2009-00001,2009-06-03,,1,영업/정상,1,영업,,,,,,82.57,142-878,서울특별시 강북구 수유동 229-14번지 ,강북구,1073,구피,2016-12-28 15:54,I,59:59.0,룸살롱,202103.4828,459451.3173,룸살롱,,,,,,,,,,,,,,N,82.57,,,
3080000,3080000-102-2009-00003,2009-07-14,,1,영업/정상,1,영업,,,,,,184.22,142-878,서울특별시 강북구 수유동 191-20 ,강북구,1074,몰디브,2021-11-03 11:51,U,40:00.0,기타,202167.0944,459552.5263,기타,0,0,,,,0,0,0,0,0,,0,0,N,184.22,,,
3240000,3240000-102-2000-11243,2000-01-03,,1,영업/정상,1,영업,,,,,02 4849990,85.75,134-814,서울특별시 강동구 길동 459-4 ,강동구,5355,자유인 Free Man,2022-06-23 13:58,U,40:00.0,룸살롱,212167.3054,448056.9768,룸살롱,,,,,,,,,,,,,,Y,85.75,,,
3080000,3080000-102-2009-00004,2009-08-27,,1,영업/정상,1,영업,,,,,02  992 1182,147.67,142-878,서울특별시 강북구 수유동 191-45 지하1층 ,강북구,1074,럭셔리,2024-07-11 10:08,U,40:00.0,룸살롱,202255.1789,459631.9117,룸살롱,0,0,,,,0,0,0,0,0,,0,0,N,147.67,,,
3080000,3080000-102-2018-00001,2018-08-09,,1,영업/정상,1,영업,,,,,,99.73,142-878,서울특별시 강북구 수유동 191-16 ,강북구,1074,티아라,2020-07-03 9:38,U,40:00.0,룸살롱,202189.1247,459553.6495,룸살롱,,,,,상수도전용,,,,,,,,,Y,99.73,,,
3080000,3080000-102-2021-00004,2021-11-26,,1,영업/정상,1,영업,,,,,,68.25,142-878,서울특별시 강북구 수유동 229-2 덕인빌딩 ,강북구,1073,타임,2021-11-26 14:17,I,22:43.0,룸살롱,202151.4143,459525.9161,룸살롱,0,0,유흥업소밀집지역,,,0,0,0,0,0,,0,0,Y,68.25,,,
